instance_name,lat,long
social.alex73630.xyz,48.8582,2.3387
social.alifein.tech,48.8582,2.3387
social.allthefallen.ninja,52.3824,4.8995
social.apreslanu.it,51.4964,-0.1224
social.arbleizez.bzh,45.0411,-0.493
social.arnip.org,34.6864,135.52
social.ash.bzh,48.8582,2.3387
social.atypique.net,48.8582,2.3387
social.backtick.town,40.0481,-105.3842
social.ballpointcarrot.net,47.8561,-122.2829
social.bluecore.net,36,138
social.buffalomesh.net,42.8549,-78.863
social.bzh,46,2
social.celabs.com,41.6123,-86.1381
social.chilliet.eu,45.7904,4.8411
social.chinwag.im,-33.9032,150.9677
social.chinwag.org,-33.9032,150.9677
social.cofe.space,52.3613,4.6464
social.conglomer.net,40.7357,-74.1724
social.coop,52.3613,4.6464
social.csswg.org,37.751,-97.822
social.d0p1.eu,48.8763,2.3183
social.denkbrettl.org,51,9
social.depertat.net,48.8582,2.3387
social.device5.co.uk,51.4964,-0.1224
social.devio.us,39.0481,-77.4729
social.devloprog.org,43.7986,1.6062
social.diskseven.com,46,2
social.dropbear.xyz,37.751,-97.822
social.elbmatsch.de,51.2993,9.491
social.etc-services.de,51.2993,9.491
social.eyesight.jp,34.6864,135.52
social.farend.co.jp,35.685,139.7514
social.gaos.org,51.2993,9.491
social.gemuplay.com,40.8326,-74.1307
social.gwadalug.org,40.7214,-74.0052
social.hideo54.com,35.685,139.7514
social.historyhorde.com,51.5142,-0.0931
social.homunyan.com,47.6145,-122.348
social.hyuki.net,34.6864,135.52
social.icewind.nl,51.4367,5.4801
social.imirhil.fr,51.4964,-0.1224
social.infranix.eu,48.8582,2.3387
social.ioserv.space,51.2993,9.491
social.irrwitz.com,52.9667,-1.1667
social.java.nrw,51.2993,9.491
social.jdiez.me,40.4165,-3.7026
social.jp-mstdn.com,34.6864,135.52
social.katarpilar.com,51.4964,-0.1224
social.kimamass.com,34.6864,135.52
social.konosuke.jp,36,138
social.koyu.space,48.8582,2.3387
social.lab.cultura.gov.br,-15.7833,-47.9167
social.lafermenumerique.com,37.751,-97.822
social.lasanha.org,37.751,-97.822
social.lecker.coffee,51.2993,9.491
social.linss.com,33.2581,-116.9821
social.literati.org,37.4192,-122.0574
social.lkw.tf,49.0278,2.3264
social.logilab.org,48.8833,2.5333
social.lou.lt,46,2
social.mastodon.com.au,45.504,-73.5748
social.matsuuratomoya.com,37.751,-97.822
social.mecanis.me,37.751,-97.822
social.mochi.academy,45.504,-73.5748
social.myconan.net,34.6864,135.52
social.nah.re,48.8582,2.3387
social.nasqueron.org,37.751,-97.822
social.nassi.me,51.4964,-0.1224
social.nervestaple.com,39.0481,-77.4729
social.netzkombinat.su,51.2993,9.491
social.noff.co,47.2098,-122.4092
social.nofftopia.com,37.751,-97.822
social.noisyspot.jp,34.6864,135.52
social.noostache.fr,48.8582,2.3387
social.ntic.fr,45.4809,4.4317
social.numerama.com,48.8582,2.3387
social.oupsman.fr,48.8582,2.3387
social.over-world.org,52.5167,13.4
social.paddlefish.net,40.7357,-74.1724
social.ponyfrance.net,48.8582,2.3387
social.pop42.net,50.4639,1.7628
social.pretzlaff.co,51,9
social.pueseso.club,-31.7333,-55.9833
social.qunagi.net,34.6864,135.52
social.rbs.io,40.7357,-74.1724
social.sakamoto.gq,48.8582,2.3387
social.sdr.haus,45.8696,-119.688
social.sitedethib.com,48.7664,2.0341
social.spiwit.net,46,2
social.strog.org,32.7825,-96.8207
social.svallee.fr,48.8582,2.3387
social.taker.fr,51.2993,9.491
social.talk.coffee,37.4192,-122.0574
social.targaryen.house,51.4964,-0.1224
social.tchncs.de,51.4964,-0.1224
social.tcit.fr,51.4964,-0.1224
social.tedkulp.com,40.7214,-74.0052
social.that.world,51,9
social.tilde.team,34.0494,-118.2641
social.tinysubversions.com,37.567,-121.9829
social.touha.me,50.1137,8.7119
social.treyssatvincent.fr,48.8582,2.3387
social.troll.academy,49.4478,11.0683
social.tuto-craft.com,48.8582,2.3387
social.vincentux.fr,51.4964,-0.1224
social.weho.st,52.3824,4.8995
social.willistonschools.org,48.336,-101.3256
social.wiuwiu.de,51,9
social.wxcafe.net,46,2
social.xmob.me,37.751,-97.822
socialgame.mstdn.cloud,35.685,139.7514
society.oftrolls.com,52.3613,4.6464
solo-outdon.club,34.6864,135.52
soogle.m.to,35.685,139.7514
soscet.network,35.685,139.7514
sozial.derguhl.de,51.2993,9.491
spanner.works,52.5,5.75
spladoon.yuzulia.com,34.6864,135.52
spod.ca,37.751,-97.822
spooky.pizza,40.7214,-74.0052
squid.cafe,40.8326,-74.1307
squope.net,39.9653,-83.0235
st.foresdon.jp,35.685,139.7514
status.bcarlin.net,48.8582,2.3387
status.dissidence.ovh,48.9193,2.5431
status.ldjb.uk,51.5142,-0.0931
status.pointless.one,51.5142,-0.0931
stcpt.com,34.6864,135.52
steamstdn.com,35.685,139.7514
stoneartprod.xyz,46,2
subculdon.com,35.69,139.69
succ.faith,37.751,-97.822
such.social,37.751,-97.822
sukadon.m.to,35.685,139.7514
suku.m.to,35.685,139.7514
summoners-riftodon.jp,35.69,139.69
sunshinegardens.org,48.8582,2.3387
sw-mastodon.herokuapp.com,39.0481,-77.4729
sweettitties.scalingo.io,48.8582,2.3387
swift.language.jp,1.2855,103.8565
syamuwatching.m.to,35.685,139.7514
sys.kawi.fr,48.8582,2.3387
syui-ml.herokuapp.com,39.0481,-77.4729
t.b612.me,34.0494,-118.2641
t.con.sh,37.751,-97.822
t.cypv4.com,41.5788,-93.6801
t.d65.xyz,34.6864,135.52
t.unihubs.com,35.5833,139.7483
tablegame.mstdn.cloud,35.685,139.7514
taconiji.m.to,35.685,139.7514
taketodon.com,35.69,139.69
tali.t0k.org,37.751,-97.822
talk.econudes.org,46,2
tantor.online,48.8628,2.3292
taruntarun.net,36,138
tbs.jikkyo.tv,34.6864,135.52
teacoffee.life,50.1137,8.7119
teamtk.eu,48.8582,2.3387
teatime.afternoonrobot.co.uk,37.751,-97.822
tech.lgbt,33.749,-84.388
techdon.info,39.0481,-77.4729
techn.ical.ist,48.8582,2.3387
technologeek.me,34.6864,135.52
tegedon.net,35.69,139.69
tekkadon.manimani.cc,35.685,139.7514
tenforward.social,32.7787,-96.8218
teo.taiha.net,35.8203,139.8044
tera.m.to,35.685,139.7514
tescher.me,37.751,-97.822
test.afn.social,34.6864,135.52
test.animedon.tk,37.751,-97.822
test.tegedon.net,35.69,139.69
testodon.herokuapp.com,39.0481,-77.4729
tgp.jp,35.685,139.7514
the-hash.m.to,35.685,139.7514
the.resize.club,40.7214,-74.0052
the.wired.sehol.se,52.35,4.9167
theboss.tech,35.1802,136.9067
thechurchofmemes.com,40.7214,-74.0052
theferret.social,34.0355,-118.4298
themepark.m.to,35.685,139.7514
thepractice.space,33.3062,-111.8413
thezombie.net,37.4192,-122.0574
thinkers.ac,35.685,139.7514
this.mouse.rocks,46,2
tibibibimbap.m.to,35.685,139.7514
timshomepage.net,42.7394,-84.5698
tinnies.club,39.0481,-77.4729
tiny.tilde.website,48.8582,2.3387
todon.nl,52.3824,4.8995
togart.de,51.2993,9.491
tokamstdn.jp,35.685,139.7514
tokotodon.m.to,35.685,139.7514
tokyo.mastodon-servers.net,35.685,139.7514
tokyoidolfestival.m.to,35.685,139.7514
tokyomx.jikkyo.tv,34.6864,135.52
tomitodon.huideyeren.info,46,2
tooot.im,51.4964,-0.1224
tooru.m.to,35.685,139.7514
toot-lab.reclaim.technology,40.4652,-74.2307
toot.aquilenet.fr,48.8582,2.3387
toot.berlin,51.2993,9.491
toot.blue,45.8696,-119.688
toot.cafe,47.6801,-122.1206
toot.cat,37.7749,-122.4194
toot.cerebralab.com,48.8582,2.3387
toot.chat,42.8864,-78.8781
toot.forumanalogue.fr,45.1715,5.7224
toot.gibberfish.org,48.8582,2.3387
toot.host,53.4663,-2.1342
toot.iwh12.jp,35.685,139.7514
toot.kashishokunin.com,35.685,139.7514
toot.kif.rocks,51.2993,9.491
toot.krinetzki.de,51.65,6.1833
toot.lain.moe,37.7353,-122.3732
toot.lmorchard.com,37.3688,-122.0363
toot.love,46,2
toot.matereal.eu,51.2993,9.491
toot.memtech.website,37.751,-97.822
toot.oekaki.st,35.685,139.7514
toot.okaris.de,51.2993,9.491
toot.ordinarius-fectum.net,35.685,139.7514
toot.ordinarius-fectum.net.,35.685,139.7514
toot.playground.ws,35.685,139.7514
toot.plus.yt,48.8582,2.3387
toot.pm,50.1137,8.7119
toot.psyco.fr,48.8582,2.3387
toot.redmine.jp,35.685,139.7514
toot.si,46,2
toot.tibidoo.com,48.8582,2.3387
toot.timecube.club,37.7989,-122.3984
toot.tzim.net,48.9193,2.5431
toot.wiredpunch.com,35.69,139.69
toot.works,47.6801,-122.1206
toot.yukimochi.jp,28.55,115.9333
tootcn.com,39.9289,116.3883
tooter.fr,48.8582,2.3387
tooter.masto.host,48.8582,2.3387
tooting.intensifi.es,51.4964,-0.1224
tootme.de,51.2993,9.491
tootplanet.space,32.7787,-96.8218
toots.benpro.fr,48.8582,2.3387
toots.corzntin.fr,37.751,-97.822
torontomusic.cloud,48.8582,2.3387
torus1111.m.to,35.685,139.7514
touhey.org,48.8582,2.3387
training-fitness.fun,34.6864,135.52
trans.town,45.504,-73.5748
trickle.ink,34.6864,135.52
trunk.mad-scientist.club,52.35,4.9167
tsuruga.net,34.6864,135.52
tty.pw,33.2381,131.6125
tuner.1242.com,35.69,139.69
turezure.m.to,35.685,139.7514
tusk.schoollibraries.net,45.3168,-73.8659
tusk.social,40.7357,-74.1724
tusk.what.re,51.2993,9.491
tutut.delire.party,48.8582,2.3387
tvasahi.jikkyo.tv,34.6864,135.52
tvdon.rt-trend.jp,35.685,139.7514
tvdon.tv,47.6344,-122.3422
twingyeo.kr,35.5833,139.7483
twitterchan.net,33.9681,-84.2304
typing.sexy,40.7214,-74.0052
typrout.ml,34.6833,135.7
ue4-mstdn.tokyo,35.685,139.7514
ukrainian.social,37.751,-97.822
uldhaar.dk,51.2993,9.491
umastodon.jp,35.685,139.7514
un.lobi.to,51.5142,-0.0931
uncensored.masto.host,48.8582,2.3387
under-bank.blue,34.6864,135.52
unidon.asmodeus.red,35.685,139.7514
unique-inet.tokyo,34.6864,135.52
unity.m.to,35.685,139.7514
unityjp-mastodon.tokyo,45.8696,-119.688
unixcorn.xyz,51.2993,9.491
unkomaker.m.to,35.685,139.7514
unnerv.jp,47.6344,-122.3422
urawareds.org,34.6864,135.52
uri.life,35.685,139.7514
urvogel.club,34.6864,135.52
utodon.jp,45.8696,-119.688
v-hills.m.to,35.685,139.7514
v22017122292958322.goodsrv.de,51.2993,9.491
vapers.jp,34.6864,135.52
vastodon.com,35.685,139.7514
vawn.m.to,35.685,139.7514
veah.cocoa.moe,34.6864,135.52
vegetadon.tokyo,35.6021,139.6
vidja.social,40.7214,-74.0052
vkdn.jp,37.4192,-122.0574
vmrpc.net,35.69,139.69
vocalodon.net,34.6864,135.52
vocalomakets.jp,34.6864,135.52
voe.social,46,2
voluntary.world,40.7214,-74.0052
voluntaryaction.network,46,2
vulpine.club,40.7357,-74.1724
w3c.social,48.8582,2.3387
wabi.m.to,35.685,139.7514
wandering.shop,40.7214,-74.0052
waraiotoko.net,36,138
warubure.online,34.6864,135.52
weaselshit.com,1.2855,103.8565
webcommunity.club,39.0481,-77.4729
weebs.moe,40.8326,-74.1307
weird.tf,48.8582,2.3387
wellness.so,38.9042,-77.032
whiskycat.m.to,35.685,139.7514
witches.town,48.8582,2.3387
wizfox.jp,35.685,139.7514
wkfg.me,22.25,114.1667
wogan.im,1.3667,103.8
wowsdon.xyz,48.8582,2.3387
writing.exchange,46,2
wsup.social,34.0355,-118.4298
wug.fun,39.9653,-83.0235
www.azuki-zenzai.net,34.6864,135.52
www.chatalk.club,51.2993,9.491
www.ksu-mastodon.com,35.69,139.69
www.mofgao.space,36,138
www.mstddntfdn.online,34.8,135.35
www.nekotodon.com,34.6864,135.52
www.seiyu-mstdn.club,45.8696,-119.688
wxw.moe,35.685,139.7514
x0r.be,51.4964,-0.1224
xn--kckk1cy297bor8a.jp,35.685,139.7514
xn--n8jycee5a4lmeyevltfzc2sja1jw105ewz3i.club,35.69,139.69
xn--twttr-7raz.com,37.4192,-122.0574
xn--wmq.jp,36,138
xn--zck4ad5f2e.jp,36,138
xn--zckuao5dze.jp,34.6864,135.52
xxx.m.to,35.685,139.7514
yakult.style,35.685,139.7514
yakyudon.net,35.1802,136.9067
yamagadon.com,46,2
yamastodon.com,34.6864,135.52
yamastodon.jp,35.685,139.7514
ykzts.technology,37.751,-97.822
yomidon.okinawa,40.7214,-74.0052
yontengop.com,35.685,139.7514
yoshis.woolly.world,52.35,4.9167
yougaku20c.m.to,35.685,139.7514
ysfh.m.to,35.685,139.7514
yso.pet,48.8582,2.3387
yukari.cloud,34.6864,135.52
yukarin.club,34.6864,135.52
yume.social,36,138
yumejo.m.to,35.685,139.7514
yutacar.info,34.6864,135.52
yuzulia.xyz,35.685,139.7514
zenet.work,48.8582,2.3387
zenyasai.g-fukurowl.club,35.69,139.69
zerohack.xyz,37.3387,-121.8914
ziroh.be,48.8582,2.3387
znark.us,32.7787,-96.8218
